mmsi,navigationalstatus,sog,cog,heading,shiptype,width,length,draught
219592000,Moored,0.0,222.9,125.0,Passenger,26.0,169.0,6.3
220474000,Moored,0.0,191.0,238.0,Cargo,14.0,77.0,5.4
219000873,Moored,0.0,238.4,,Passenger,8.0,28.0,
218728000,Under way using engine,6.0,37.4,39.0,Cargo,12.0,60.0,3.8
265621730,Unknown value,0.0,304.5,,Sailing,3.0,10.0,
375103000,Under way using engine,9.2,219.2,229.0,Cargo,11.0,77.0,3.4
219027828,Unknown value,0.1,,,Pleasure,6.0,23.0,
265650970,Under way using engine,23.2,164.9,167.0,HSC,8.0,27.0,1.7
246996000,Under way using engine,7.5,344.8,352.0,Cargo,14.0,111.0,6.5
215909000,Under way using engine,8.3,36.0,36.0,Tanker,16.0,100.0,4.7
215909000,Under way using engine,8.6,37.0,38.0,Tanker,16.0,100.0,4.7
265041000,Under way using engine,9.4,274.6,285.0,Passenger,28.0,111.0,5.0
305371000,Under way using engine,9.9,176.0,179.0,Cargo,16.0,100.0,5.6
209535000,Under way using engine,10.4,127.0,122.0,Cargo,13.0,90.0,6.0
246996000,Under way using engine,7.8,344.8,348.0,Cargo,14.0,111.0,6.5
219024177,Under way using engine,9.9,327.6,329.0,Pilot,5.0,15.0,1.5
218728000,Under way using engine,6.2,35.2,37.0,Cargo,12.0,60.0,3.8
209535000,Under way using engine,11.0,127.4,126.0,Cargo,13.0,90.0,6.0
215909000,Under way using engine,8.8,38.0,35.0,Tanker,16.0,100.0,4.7
209535000,Under way using engine,11.1,126.4,126.0,Cargo,13.0,90.0,6.0
246996000,Under way using engine,7.6,344.1,348.0,Cargo,14.0,111.0,6.5
305371000,Under way using engine,11.2,179.0,181.0,Cargo,16.0,100.0,5.6
218728000,Under way using engine,6.1,4.0,12.0,Cargo,12.0,60.0,3.8
215909000,Under way using engine,9.0,34.0,31.0,Tanker,16.0,100.0,4.7
209535000,Under way using engine,11.6,131.8,130.0,Cargo,13.0,90.0,6.0
215909000,Under way using engine,9.3,42.0,40.0,Tanker,16.0,100.0,4.7
305371000,Under way using engine,11.7,165.0,163.0,Cargo,16.0,100.0,5.6
209535000,Under way using engine,12.7,163.8,174.0,Cargo,13.0,90.0,6.0
246996000,Under way using engine,8.2,346.6,346.0,Cargo,14.0,111.0,6.5
305371000,Under way using engine,10.8,159.0,155.0,Cargo,16.0,100.0,5.6
215909000,Under way using engine,8.3,24.0,23.0,Tanker,16.0,100.0,4.7
218728000,Under way using engine,5.8,2.1,11.0,Cargo,12.0,60.0,3.8
305371000,Under way using engine,10.5,153.0,152.0,Cargo,16.0,100.0,5.6
209535000,Under way using engine,10.9,178.0,176.0,Cargo,13.0,90.0,6.0
246996000,Under way using engine,8.1,346.3,346.0,Cargo,14.0,111.0,6.5
215909000,Under way using engine,8.6,28.0,30.0,Tanker,16.0,100.0,4.7
209535000,Under way using engine,10.9,154.2,149.0,Cargo,13.0,90.0,6.0
246996000,Under way using engine,8.2,348.0,346.0,Cargo,14.0,111.0,6.5
305371000,Under way using engine,10.3,174.0,174.0,Cargo,16.0,100.0,5.6
209535000,Under way using engine,10.4,155.6,154.0,Cargo,13.0,90.0,6.0
305371000,Under way using engine,10.3,176.0,175.0,Cargo,16.0,100.0,5.6
215909000,Under way using engine,9.5,49.0,48.0,Tanker,16.0,100.0,4.7
215909000,Under way using engine,9.5,52.0,51.0,Tanker,16.0,100.0,4.7
219001236,Under way using engine,6.5,61.9,61.0,Tug,7.0,19.0,3.6
218728000,Under way using engine,6.4,6.5,7.0,Cargo,12.0,60.0,3.8
219001236,Under way using engine,8.7,332.9,331.0,Tug,7.0,19.0,3.6
246996000,Under way using engine,8.2,347.1,350.0,Cargo,14.0,111.0,6.5
209535000,Under way using engine,10.4,204.8,203.0,Cargo,13.0,90.0,6.0
305371000,Under way using engine,10.2,163.0,157.0,Cargo,16.0,100.0,5.6
209535000,Under way using engine,10.0,226.9,225.0,Cargo,13.0,90.0,6.0
215909000,Under way using engine,9.6,28.0,26.0,Tanker,16.0,100.0,4.7
215909000,Under way using engine,9.6,30.0,28.0,Tanker,16.0,100.0,4.7
219024177,Under way using engine,12.8,125.3,110.0,Pilot,5.0,15.0,1.5
218728000,Under way using engine,6.8,0.1,4.0,Cargo,12.0,60.0,3.8
246996000,Under way using engine,8.5,346.1,348.0,Cargo,14.0,111.0,6.5
305371000,Under way using engine,10.5,160.0,157.0,Cargo,16.0,100.0,5.6
305371000,Under way using engine,10.6,159.0,157.0,Cargo,16.0,100.0,5.6
246996000,Under way using engine,8.6,345.3,347.0,Cargo,14.0,111.0,6.5
215909000,Under way using engine,9.6,28.0,28.0,Tanker,16.0,100.0,4.7
219024177,Under way using engine,10.6,50.5,37.0,Pilot,5.0,15.0,1.5
219024176,Under way using engine,16.7,331.4,330.0,Pilot,5.0,15.0,1.5
219024176,Under way using engine,17.3,333.8,330.0,Pilot,5.0,15.0,1.5
305371000,Under way using engine,10.2,168.0,166.0,Cargo,16.0,100.0,5.6
219018172,Under way using engine,19.3,122.5,123.0,HSC,31.0,112.0,3.4
218728000,Under way using engine,7.2,358.3,3.0,Cargo,12.0,60.0,3.8
219018172,Under way using engine,35.3,127.1,128.0,HSC,31.0,112.0,3.4
246996000,Under way using engine,8.6,338.1,343.0,Cargo,14.0,111.0,6.5
219018172,Under way using engine,36.2,118.8,119.0,HSC,31.0,112.0,3.4
215909000,Under way using engine,10.0,31.0,28.0,Tanker,16.0,100.0,4.7
219018172,Under way using engine,33.6,115.2,115.0,HSC,31.0,112.0,3.4
219018172,Under way using engine,36.1,114.4,114.0,HSC,31.0,112.0,3.4
219018172,Under way using engine,35.9,105.5,105.0,HSC,31.0,112.0,3.4
220127000,Engaged in fishing,5.9,68.0,68.0,Fishing,6.0,17.0,3.0
215909000,Under way using engine,10.2,31.0,30.0,Tanker,16.0,100.0,4.7
219018172,Under way using engine,35.7,101.9,102.0,HSC,31.0,112.0,3.4
305371000,Under way using engine,10.2,173.0,171.0,Cargo,16.0,100.0,5.6
246996000,Under way using engine,8.4,340.0,343.0,Cargo,14.0,111.0,6.5
246670000,Under way using engine,8.6,340.0,341.0,Cargo,14.0,114.0,6.3
219018172,Under way using engine,37.8,100.8,100.0,HSC,31.0,112.0,3.4
220127000,Engaged in fishing,5.9,79.8,78.0,Fishing,6.0,17.0,3.0
219018172,Under way using engine,36.8,101.3,100.0,HSC,31.0,112.0,3.4
246670000,Under way using engine,8.4,340.0,341.0,Cargo,14.0,114.0,6.3
219018172,Under way using engine,34.8,103.3,101.0,HSC,31.0,112.0,3.4
215909000,Under way using engine,10.3,37.0,36.0,Tanker,16.0,100.0,4.7
305371000,Under way using engine,10.4,174.0,174.0,Cargo,16.0,100.0,5.6
219006113,Engaged in fishing,7.3,69.1,71.0,Fishing,4.0,14.0,
219018172,Under way using engine,36.6,103.8,102.0,HSC,31.0,112.0,3.4
218728000,Under way using engine,7.9,2.4,6.0,Cargo,12.0,60.0,3.8
246996000,Under way using engine,8.5,340.5,342.0,Cargo,14.0,111.0,6.5
219000781,Under way using engine,9.8,348.5,346.0,Passenger,,,2.8
220127000,Engaged in fishing,6.5,76.3,77.0,Fishing,6.0,17.0,3.0
219018172,Under way using engine,34.8,100.4,100.0,HSC,31.0,112.0,3.4
219006113,Engaged in fishing,7.1,80.8,84.0,Fishing,4.0,14.0,
265698740,Under way using engine,11.0,131.5,126.0,Passenger,12.0,50.0,3.0
305371000,Under way using engine,10.3,175.0,176.0,Cargo,16.0,100.0,5.6
215909000,Under way using engine,10.4,35.0,35.0,Tanker,16.0,100.0,4.7
266186000,Engaged in fishing,8.5,193.5,198.0,Fishing,5.0,16.0,2.5
219000781,Under way using engine,10.1,268.0,268.0,Passenger,,,2.8
215909000,Under way using engine,10.1,37.0,36.0,Tanker,16.0,100.0,4.7
219006113,Engaged in fishing,7.3,85.5,95.0,Fishing,4.0,14.0,
246670000,Under way using engine,9.0,354.0,353.0,Cargo,14.0,114.0,6.3
220127000,Engaged in fishing,7.0,91.8,94.0,Fishing,6.0,17.0,3.0
266148000,Under way using engine,1.8,175.1,183.0,Fishing,6.0,17.0,3.2
246996000,Under way using engine,9.1,339.1,339.0,Cargo,14.0,111.0,6.5
246996000,Under way using engine,9.2,338.7,339.0,Cargo,14.0,111.0,6.5
218728000,Under way using engine,8.3,0.1,2.0,Cargo,12.0,60.0,3.8
219006113,Engaged in fishing,7.7,90.4,94.0,Fishing,4.0,14.0,
305371000,Under way using engine,11.2,177.0,176.0,Cargo,16.0,100.0,5.6
266465000,Under way using engine,13.3,48.6,46.0,Tanker,19.0,120.0,5.9
219006113,Engaged in fishing,7.8,91.3,93.0,Fishing,4.0,14.0,
215909000,Under way using engine,9.8,36.0,36.0,Tanker,16.0,100.0,4.7
266465000,Under way using engine,7.8,327.1,353.0,Tanker,19.0,120.0,5.9
219006113,Engaged in fishing,8.1,81.6,88.0,Fishing,4.0,14.0,
266186000,Engaged in fishing,8.4,203.5,205.0,Fishing,5.0,16.0,2.5
220127000,Engaged in fishing,2.3,94.5,98.0,Fishing,6.0,17.0,3.0
219006113,Engaged in fishing,7.8,56.3,59.0,Fishing,4.0,14.0,
305371000,Under way using engine,11.3,179.0,178.0,Cargo,16.0,100.0,5.6
244140000,Under way using engine,9.4,8.8,7.0,Cargo,15.0,114.0,6.3
218728000,Under way using engine,8.5,0.1,2.0,Cargo,12.0,60.0,3.8
246996000,Under way using engine,9.3,317.5,318.0,Cargo,14.0,111.0,6.5
244140000,Under way using engine,9.7,9.5,6.0,Cargo,15.0,114.0,6.3
266465000,Under way using engine,12.3,3.0,5.0,Tanker,19.0,120.0,5.9
215909000,Under way using engine,10.3,38.0,36.0,Tanker,16.0,100.0,4.7
246996000,Under way using engine,9.4,316.2,318.0,Cargo,14.0,111.0,6.5
220127000,Engaged in fishing,2.6,124.1,118.0,Fishing,6.0,17.0,3.0
266186000,Engaged in fishing,2.3,208.2,209.0,Fishing,5.0,16.0,2.5
266148000,Under way using engine,2.5,163.7,164.0,Fishing,6.0,17.0,3.2
215909000,Under way using engine,10.2,36.0,35.0,Tanker,16.0,100.0,4.7
266465000,Under way using engine,11.7,19.0,4.0,Tanker,19.0,120.0,5.9
305371000,Under way using engine,11.3,182.0,180.0,Cargo,16.0,100.0,5.6
219006113,Engaged in fishing,2.7,152.9,144.0,Fishing,4.0,14.0,
266465000,Under way using engine,12.9,335.5,338.0,Tanker,19.0,120.0,5.9
246996000,Under way using engine,9.4,318.3,318.0,Cargo,14.0,111.0,6.5
215909000,Under way using engine,10.9,37.0,36.0,Tanker,16.0,100.0,4.7
244140000,Under way using engine,8.9,350.6,357.0,Cargo,15.0,114.0,6.3
218728000,Under way using engine,8.7,342.3,344.0,Cargo,12.0,60.0,3.8
246996000,Under way using engine,9.4,319.9,319.0,Cargo,14.0,111.0,6.5
305371000,Under way using engine,11.4,189.0,189.0,Cargo,16.0,100.0,5.6
305371000,Under way using engine,11.4,196.0,192.0,Cargo,16.0,100.0,5.6
215909000,Under way using engine,10.8,25.0,24.0,Tanker,16.0,100.0,4.7
220127000,Engaged in fishing,2.6,133.0,139.0,Fishing,6.0,17.0,3.0
246996000,Under way using engine,9.4,320.9,319.0,Cargo,14.0,111.0,6.5
266465000,Under way using engine,11.7,346.3,344.0,Tanker,19.0,120.0,5.9
218728000,Under way using engine,8.4,347.0,350.0,Cargo,12.0,60.0,3.8
266465000,Under way using engine,11.8,316.1,317.0,Tanker,19.0,120.0,5.9
266148000,Under way using engine,2.5,193.3,212.0,Fishing,6.0,17.0,3.2
219002416,Under way using engine,6.0,218.0,220.0,Tug,11.0,29.0,4.5
244140000,Under way using engine,8.7,354.7,354.0,Cargo,15.0,114.0,6.3
219018172,Under way using engine,38.1,116.3,116.0,HSC,31.0,112.0,3.4
218728000,Under way using engine,8.7,345.5,350.0,Cargo,12.0,60.0,3.8
305371000,Under way using engine,11.8,211.0,212.0,Cargo,16.0,100.0,5.6
266465000,Under way using engine,13.0,315.9,316.0,Tanker,19.0,120.0,5.9
215909000,Under way using engine,10.8,340.0,340.0,Tanker,16.0,100.0,4.7
305371000,Under way using engine,11.5,217.0,215.0,Cargo,16.0,100.0,5.6
246996000,Under way using engine,9.4,319.8,318.0,Cargo,14.0,111.0,6.5
246996000,Under way using engine,9.4,320.3,318.0,Cargo,14.0,111.0,6.5
220609000,Under way using engine,8.6,190.0,192.0,Tanker,15.0,91.0,5.8
266186000,Engaged in fishing,2.4,285.0,288.0,Fishing,5.0,16.0,2.5
266465000,Under way using engine,13.1,320.0,318.0,Tanker,19.0,120.0,5.9
266465000,Under way using engine,12.9,341.1,341.0,Tanker,19.0,120.0,5.9
219006113,Engaged in fishing,2.7,126.3,139.0,Fishing,4.0,14.0,
244140000,Under way using engine,9.6,10.1,8.0,Cargo,15.0,114.0,6.3
215909000,Under way using engine,10.3,338.0,338.0,Tanker,16.0,100.0,4.7
305371000,Under way using engine,11.8,217.0,218.0,Cargo,16.0,100.0,5.6
305371000,Under way using engine,11.7,217.0,219.0,Cargo,16.0,100.0,5.6
218728000,Under way using engine,8.8,342.4,342.0,Cargo,12.0,60.0,3.8
246996000,Under way using engine,9.2,316.7,314.0,Cargo,14.0,111.0,6.5
215909000,Under way using engine,10.4,338.0,338.0,Tanker,16.0,100.0,4.7
266465000,Under way using engine,14.0,344.1,346.0,Tanker,19.0,120.0,5.9
219021343,Unknown value,6.8,67.2,,Fishing,4.0,10.0,
218728000,Under way using engine,9.3,343.6,338.0,Cargo,12.0,60.0,3.8
246996000,Under way using engine,9.4,313.1,312.0,Cargo,14.0,111.0,6.5
246996000,Under way using engine,9.4,313.0,312.0,Cargo,14.0,111.0,6.5
220138000,Engaged in fishing,2.6,140.8,147.0,Fishing,5.0,26.0,7.0
305371000,Under way using engine,12.0,187.0,187.0,Cargo,16.0,100.0,5.6
244140000,Under way using engine,8.1,3.2,7.0,Cargo,15.0,114.0,6.3
266465000,Under way using engine,13.2,346.0,348.0,Tanker,19.0,120.0,5.9
215909000,Under way using engine,10.7,339.0,338.0,Tanker,16.0,100.0,4.7
218728000,Under way using engine,8.8,337.9,337.0,Cargo,12.0,60.0,3.8
220138000,Engaged in fishing,2.7,141.9,150.0,Fishing,5.0,26.0,7.0
266465000,Under way using engine,13.3,346.5,348.0,Tanker,19.0,120.0,5.9
219021343,Unknown value,5.9,101.4,,Fishing,4.0,10.0,
215909000,Under way using engine,10.9,340.0,338.0,Tanker,16.0,100.0,4.7
305371000,Under way using engine,11.6,183.0,184.0,Cargo,16.0,100.0,5.6
266465000,Under way using engine,13.1,347.1,346.0,Tanker,19.0,120.0,5.9
304953000,Under way using engine,8.1,326.6,328.0,Cargo,11.0,84.0,3.8
244140000,Under way using engine,9.2,339.0,338.0,Cargo,15.0,114.0,6.3
215909000,Under way using engine,11.0,324.0,323.0,Tanker,16.0,100.0,4.7
220127000,Engaged in fishing,2.3,160.4,167.0,Fishing,6.0,17.0,3.0
219021343,Unknown value,6.8,108.5,,Fishing,4.0,10.0,
219024177,Under way using engine,17.5,311.9,313.0,Pilot,5.0,15.0,1.5
218728000,Under way using engine,9.7,346.2,347.0,Cargo,12.0,60.0,3.8
220127000,Engaged in fishing,2.4,153.6,159.0,Fishing,6.0,17.0,3.0
215909000,Under way using engine,11.3,325.0,324.0,Tanker,16.0,100.0,4.7
304953000,Under way using engine,7.5,326.9,330.0,Cargo,11.0,84.0,3.8
304953000,Under way using engine,7.5,327.1,330.0,Cargo,11.0,84.0,3.8
266465000,Under way using engine,13.5,346.8,345.0,Tanker,19.0,120.0,5.9
305371000,Under way using engine,11.8,158.0,157.0,Cargo,16.0,100.0,5.6
220138000,Engaged in fishing,2.7,147.0,134.0,Fishing,5.0,26.0,7.0
305371000,Under way using engine,11.9,157.0,156.0,Cargo,16.0,100.0,5.6
219024177,Under way using engine,18.0,268.7,270.0,Pilot,5.0,15.0,1.5
218728000,Under way using engine,9.3,353.0,352.0,Cargo,12.0,60.0,3.8
219024177,Under way using engine,18.9,270.4,272.0,Pilot,5.0,15.0,1.5
266465000,Under way using engine,13.5,345.1,345.0,Tanker,19.0,120.0,5.9
215909000,Under way using engine,11.3,324.0,323.0,Tanker,16.0,100.0,4.7
209332000,Under way using engine,7.9,326.6,328.0,Cargo,12.0,90.0,4.1
215909000,Under way using engine,11.2,324.0,323.0,Tanker,16.0,100.0,4.7
266465000,Under way using engine,13.5,345.4,345.0,Tanker,19.0,120.0,5.9
218728000,Under way using engine,9.9,353.3,353.0,Cargo,12.0,60.0,3.8
244140000,Under way using engine,8.4,337.5,334.0,Cargo,15.0,114.0,6.3
275334000,Under way using engine,8.0,5.1,2.0,Cargo,10.0,65.0,3.5
209332000,Under way using engine,7.5,329.7,331.0,Cargo,12.0,90.0,4.1
209332000,Under way using engine,7.5,328.6,331.0,Cargo,12.0,90.0,4.1
244140000,Under way using engine,8.6,316.9,318.0,Cargo,15.0,114.0,6.3
305371000,Under way using engine,12.2,148.0,147.0,Cargo,16.0,100.0,5.6
275334000,Under way using engine,8.1,4.5,1.0,Cargo,10.0,65.0,3.5
305371000,Under way using engine,12.1,147.0,145.0,Cargo,16.0,100.0,5.6
304953000,Under way using engine,7.8,337.7,338.0,Cargo,11.0,84.0,3.8
215909000,Under way using engine,11.3,320.0,320.0,Tanker,16.0,100.0,4.7
304953000,Under way using engine,7.8,337.2,338.0,Cargo,11.0,84.0,3.8
219021343,Unknown value,2.3,88.4,,Fishing,4.0,10.0,
266465000,Under way using engine,13.6,344.6,344.0,Tanker,19.0,120.0,5.9
220127000,Engaged in fishing,2.5,267.0,257.0,Fishing,6.0,17.0,3.0
215909000,Under way using engine,11.2,323.0,322.0,Tanker,16.0,100.0,4.7
219005477,Power-driven vessel towing astern,17.4,128.9,,Pilot,4.0,14.0,
218728000,Under way using engine,9.1,358.2,357.0,Cargo,12.0,60.0,3.8
244140000,Under way using engine,9.4,317.4,316.0,Cargo,15.0,114.0,6.3
265509950,Under way using engine,12.2,175.4,175.0,Passenger,8.0,34.0,2.8
266465000,Under way using engine,13.7,345.4,344.0,Tanker,19.0,120.0,5.9
215909000,Under way using engine,11.6,317.0,317.0,Tanker,16.0,100.0,4.7
266465000,Under way using engine,13.7,344.8,345.0,Tanker,19.0,120.0,5.9
219002416,Under way using engine,8.2,99.0,113.0,Tug,11.0,29.0,4.5
244140000,Under way using engine,9.5,313.8,312.0,Cargo,15.0,114.0,6.3
219005477,Power-driven vessel towing astern,9.0,289.2,,Pilot,4.0,14.0,
275334000,Under way using engine,7.4,346.5,355.0,Cargo,10.0,65.0,3.5
209332000,Under way using engine,8.0,338.6,338.0,Cargo,12.0,90.0,4.1
209332000,Under way using engine,8.1,338.1,338.0,Cargo,12.0,90.0,4.1
219005477,Power-driven vessel towing astern,7.3,237.1,,Pilot,4.0,14.0,
244140000,Under way using engine,9.2,323.8,322.0,Cargo,15.0,114.0,6.3
304953000,Under way using engine,7.8,298.7,303.0,Cargo,11.0,84.0,3.8
266186000,Engaged in fishing,2.4,353.0,350.0,Fishing,5.0,16.0,2.5
215909000,Under way using engine,11.8,327.0,332.0,Tanker,16.0,100.0,4.7
304953000,Under way using engine,8.2,298.0,304.0,Cargo,11.0,84.0,3.8
215909000,Under way using engine,11.9,330.0,333.0,Tanker,16.0,100.0,4.7
218728000,Under way using engine,9.2,0.1,3.0,Cargo,12.0,60.0,3.8
266465000,Under way using engine,13.1,341.3,341.0,Tanker,19.0,120.0,5.9
266148000,Under way using engine,2.3,228.7,231.0,Fishing,6.0,17.0,3.2
244140000,Under way using engine,10.3,346.0,347.0,Cargo,15.0,114.0,6.3
266465000,Under way using engine,13.4,340.8,341.0,Tanker,19.0,120.0,5.9
375103000,Under way using engine,8.9,37.9,37.0,Cargo,11.0,77.0,5.1
304953000,Under way using engine,8.2,293.8,294.0,Cargo,11.0,84.0,3.8
209332000,Under way using engine,7.6,316.4,312.0,Cargo,12.0,90.0,4.1
218728000,Under way using engine,9.4,4.5,9.0,Cargo,12.0,60.0,3.8
275334000,Under way using engine,7.1,350.1,351.0,Cargo,10.0,65.0,3.5
219024886,Under way using engine,4.2,71.0,68.0,Dredging,5.0,16.0,25.5
266465000,Under way using engine,13.2,340.0,340.0,Tanker,19.0,120.0,5.9
209332000,Under way using engine,8.3,290.9,293.0,Cargo,12.0,90.0,4.1
219021343,Unknown value,2.4,117.1,,Fishing,4.0,10.0,
218728000,Under way using engine,9.5,3.8,6.0,Cargo,12.0,60.0,3.8
220127000,Engaged in fishing,2.4,241.6,244.0,Fishing,6.0,17.0,3.0
304953000,Under way using engine,7.4,293.2,293.0,Cargo,11.0,84.0,3.8
244140000,Under way using engine,9.8,346.6,347.0,Cargo,15.0,114.0,6.3
266465000,Under way using engine,13.2,338.8,338.0,Tanker,19.0,120.0,5.9
209332000,Under way using engine,8.5,284.3,282.0,Cargo,12.0,90.0,4.1
266465000,Under way using engine,13.2,338.9,338.0,Tanker,19.0,120.0,5.9
305661000,Under way using engine,6.4,84.3,85.0,Cargo,12.0,82.0,2.7
265547260,Under way using engine,11.4,166.1,165.0,Passenger,8.0,30.0,2.6
244140000,Under way using engine,9.9,347.1,347.0,Cargo,15.0,114.0,6.3
375103000,Under way using engine,8.1,6.5,6.0,Cargo,11.0,77.0,5.1
220138000,Engaged in fishing,2.7,240.5,220.0,Fishing,5.0,26.0,7.0
219024886,Under way using engine,10.1,349.6,349.0,Dredging,5.0,16.0,25.5
275334000,Under way using engine,8.0,12.6,9.0,Cargo,10.0,65.0,3.5
304953000,Under way using engine,8.1,352.2,352.0,Cargo,11.0,84.0,3.8
305661000,Under way using engine,9.3,80.6,80.0,Cargo,12.0,82.0,2.7
219024886,Under way using engine,10.1,350.9,350.0,Dredging,5.0,16.0,25.5
209332000,Under way using engine,7.7,193.3,185.0,Cargo,12.0,90.0,4.1
266465000,Under way using engine,14.2,319.4,319.0,Tanker,19.0,120.0,5.9
266465000,Under way using engine,14.1,319.2,320.0,Tanker,19.0,120.0,5.9
244140000,Under way using engine,9.8,348.1,347.0,Cargo,15.0,114.0,6.3
220127000,Engaged in fishing,7.9,258.3,253.0,Fishing,6.0,17.0,3.0
305661000,Under way using engine,9.7,56.4,53.0,Cargo,12.0,82.0,2.7
266186000,Engaged in fishing,2.5,107.1,116.0,Fishing,5.0,16.0,2.5
220138000,Engaged in fishing,2.9,247.1,234.0,Fishing,5.0,26.0,7.0
219024886,Under way using engine,10.3,345.4,348.0,Dredging,5.0,16.0,25.5
266465000,Under way using engine,14.2,325.0,327.0,Tanker,19.0,120.0,5.9
375103000,Under way using engine,8.2,343.0,343.0,Cargo,11.0,77.0,5.1
266465000,Under way using engine,14.1,330.8,332.0,Tanker,19.0,120.0,5.9
209332000,Under way using engine,8.5,186.6,186.0,Cargo,12.0,90.0,4.1
304953000,Under way using engine,7.8,348.1,347.0,Cargo,11.0,84.0,3.8
275334000,Under way using engine,7.4,10.4,12.0,Cargo,10.0,65.0,3.5
305661000,Under way using engine,8.4,20.8,4.0,Cargo,12.0,82.0,2.7
244140000,Under way using engine,10.0,346.3,344.0,Cargo,15.0,114.0,6.3
209332000,Under way using engine,8.6,170.0,169.0,Cargo,12.0,90.0,4.1
219006113,Engaged in fishing,2.5,234.0,231.0,Fishing,4.0,14.0,
305661000,Under way using engine,9.8,63.0,62.0,Cargo,12.0,82.0,2.7
266465000,Under way using engine,14.1,333.0,334.0,Tanker,19.0,120.0,5.9
219024886,Under way using engine,9.4,358.8,350.0,Dredging,5.0,16.0,25.5
266465000,Under way using engine,13.4,333.2,333.0,Tanker,19.0,120.0,5.9
209332000,Under way using engine,7.0,225.7,229.0,Cargo,12.0,90.0,4.1
219006113,Engaged in fishing,2.8,269.5,255.0,Fishing,4.0,14.0,
275334000,Under way using engine,7.4,5.8,0.0,Cargo,10.0,65.0,3.5
244140000,Under way using engine,10.0,343.6,343.0,Cargo,15.0,114.0,6.3
305661000,Under way using engine,9.8,63.2,63.0,Cargo,12.0,82.0,2.7
375103000,Under way using engine,8.6,340.8,337.0,Cargo,11.0,77.0,5.1
375103000,Under way using engine,8.4,321.8,321.0,Cargo,11.0,77.0,5.1
244140000,Under way using engine,10.1,344.5,343.0,Cargo,15.0,114.0,6.3
304953000,Under way using engine,8.5,359.6,359.0,Cargo,11.0,84.0,3.8
220127000,Engaged in fishing,2.5,160.4,165.0,Fishing,6.0,17.0,3.0
266465000,Under way using engine,13.7,335.1,334.0,Tanker,19.0,120.0,5.9
275334000,Under way using engine,8.4,337.7,338.0,Cargo,10.0,65.0,3.5
266465000,Under way using engine,13.8,335.1,334.0,Tanker,19.0,120.0,5.9
219021343,Unknown value,1.8,313.4,,Fishing,4.0,10.0,
305661000,Under way using engine,9.5,61.9,63.0,Cargo,12.0,82.0,2.7
220138000,Engaged in fishing,2.7,246.6,237.0,Fishing,5.0,26.0,7.0
219024886,Under way using engine,9.7,354.4,354.0,Dredging,5.0,16.0,25.5
219281000,Under way using engine,20.6,56.0,54.0,Cargo,34.0,238.0,6.7
211265530,Under way using engine,10.2,7.0,7.0,Cargo,19.0,100.0,5.9
219281000,Under way using engine,22.2,54.9,53.0,Cargo,34.0,238.0,6.7
220138000,Engaged in fishing,2.8,245.3,237.0,Fishing,5.0,26.0,7.0
219281000,Under way using engine,22.3,53.2,50.0,Cargo,34.0,238.0,6.7
211265530,Under way using engine,10.4,6.0,6.0,Cargo,19.0,100.0,5.9
375103000,Under way using engine,8.5,316.5,316.0,Cargo,11.0,77.0,5.1
304953000,Under way using engine,8.3,326.8,326.0,Cargo,11.0,84.0,3.8
219281000,Under way using engine,22.6,50.7,50.0,Cargo,34.0,238.0,6.7
244140000,Under way using engine,10.1,346.3,345.0,Cargo,15.0,114.0,6.3
305661000,Under way using engine,9.5,63.6,62.0,Cargo,12.0,82.0,2.7
375103000,Under way using engine,8.6,316.9,316.0,Cargo,11.0,77.0,5.1
304953000,Under way using engine,8.6,314.6,315.0,Cargo,11.0,84.0,3.8
305661000,Under way using engine,9.5,58.6,60.0,Cargo,12.0,82.0,2.7
275334000,Under way using engine,7.8,341.6,341.0,Cargo,10.0,65.0,3.5
266239000,Under way using engine,14.8,14.4,14.0,Passenger,30.0,183.0,6.7
244140000,Under way using engine,10.3,346.0,345.0,Cargo,15.0,114.0,6.3
275334000,Under way using engine,7.8,317.1,316.0,Cargo,10.0,65.0,3.5
305661000,Under way using engine,10.0,59.6,59.0,Cargo,12.0,82.0,2.7
266239000,Under way using engine,14.7,9.6,9.0,Passenger,30.0,183.0,6.7
375103000,Under way using engine,8.3,319.3,316.0,Cargo,11.0,77.0,5.1
211265530,Under way using engine,9.9,342.0,351.0,Cargo,19.0,100.0,5.9
220138000,Engaged in fishing,8.1,307.0,303.0,Fishing,5.0,26.0,7.0
304953000,Under way using engine,8.9,335.7,336.0,Cargo,11.0,84.0,3.8
244140000,Under way using engine,10.3,344.5,345.0,Cargo,15.0,114.0,6.3
219021343,Unknown value,4.8,263.1,,Fishing,4.0,10.0,
266239000,Under way using engine,12.2,40.4,42.0,Passenger,30.0,183.0,6.7
305661000,Under way using engine,9.6,64.6,65.0,Cargo,12.0,82.0,2.7
266239000,Under way using engine,12.6,41.5,42.0,Passenger,30.0,183.0,6.7
375103000,Under way using engine,7.8,293.8,297.0,Cargo,11.0,77.0,5.1
275334000,Under way using engine,7.8,317.0,316.0,Cargo,10.0,65.0,3.5
220127000,Engaged in fishing,2.4,308.6,305.0,Fishing,6.0,17.0,3.0
304953000,Under way using engine,8.4,297.6,297.0,Cargo,11.0,84.0,3.8
211265530,Under way using engine,9.9,356.0,355.0,Cargo,19.0,100.0,5.9
244140000,Under way using engine,9.7,339.6,339.0,Cargo,15.0,114.0,6.3
