mmsi,navigationalstatus,sog,cog,heading,shiptype,width,length,draught
248655000,Under way using engine,17.0,349.1,353.0,Cargo,32.0,195.0,10.4
219632000,Under way using engine,16.5,337.9,335.0,Cargo,60.0,399.0,11.4
219592000,Under way using engine,17.3,156.9,163.0,Passenger,28.0,171.0,6.3
257308000,Under way using engine,11.9,346.5,342.0,Cargo,15.0,93.0,3.9
219632000,Under way using engine,16.5,338.3,335.0,Cargo,60.0,399.0,11.4
244140000,Under way using engine,10.4,136.2,138.0,Cargo,15.0,114.0,6.4
244140000,Under way using engine,10.4,137.9,140.0,Cargo,15.0,114.0,6.4
248655000,Under way using engine,17.4,6.2,7.0,Cargo,32.0,195.0,10.4
219592000,Under way using engine,17.1,157.0,162.0,Passenger,28.0,171.0,6.3
219632000,Under way using engine,16.5,339.2,335.0,Cargo,60.0,399.0,11.4
219592000,Under way using engine,17.2,157.1,160.0,Passenger,28.0,171.0,6.3
257308000,Under way using engine,12.3,347.6,343.0,Cargo,15.0,93.0,3.9
219592000,Under way using engine,17.7,140.0,144.0,Passenger,28.0,171.0,6.3
248655000,Under way using engine,17.3,38.4,42.0,Cargo,32.0,195.0,10.4
248655000,Under way using engine,17.1,42.1,42.0,Cargo,32.0,195.0,10.4
219632000,Under way using engine,16.6,340.7,335.0,Cargo,60.0,399.0,11.4
219632000,Under way using engine,15.3,319.1,311.0,Cargo,60.0,399.0,11.4
219592000,Under way using engine,17.6,139.2,141.0,Passenger,28.0,171.0,6.3
244140000,Under way using engine,10.0,174.8,176.0,Cargo,15.0,114.0,6.4
230091950,Under way using engine,11.1,2.5,1.0,Cargo,13.0,83.0,5.3
219592000,Under way using engine,17.1,158.3,163.0,Passenger,28.0,171.0,6.3
248655000,Under way using engine,17.7,40.9,41.0,Cargo,32.0,195.0,10.4
219632000,Under way using engine,15.7,306.6,300.0,Cargo,60.0,399.0,11.4
257308000,Under way using engine,11.8,346.7,343.0,Cargo,15.0,93.0,3.9
230091950,Under way using engine,11.3,3.1,3.0,Cargo,13.0,83.0,5.3
248655000,Under way using engine,16.8,13.7,10.0,Cargo,32.0,195.0,10.4
219592000,Under way using engine,17.2,161.0,167.0,Passenger,28.0,171.0,6.3
219632000,Under way using engine,16.1,306.5,300.0,Cargo,60.0,399.0,11.4
257308000,Under way using engine,11.7,346.1,343.0,Cargo,15.0,93.0,3.9
248655000,Under way using engine,17.5,42.2,40.0,Cargo,32.0,195.0,10.4
219358000,Under way using engine,17.1,57.5,55.0,Cargo,34.0,238.0,6.8
219632000,Under way using engine,16.1,305.6,300.0,Cargo,60.0,399.0,11.4
219358000,Under way using engine,17.5,56.5,55.0,Cargo,34.0,238.0,6.8
219592000,Under way using engine,17.5,149.6,154.0,Passenger,28.0,171.0,6.3
244140000,Under way using engine,10.0,173.9,176.0,Cargo,15.0,114.0,6.4
219632000,Under way using engine,16.0,305.3,300.0,Cargo,60.0,399.0,11.4
257308000,Under way using engine,11.7,348.6,343.0,Cargo,15.0,93.0,3.9
248655000,Under way using engine,17.5,17.2,16.0,Cargo,32.0,195.0,10.4
230091950,Under way using engine,10.3,348.9,349.0,Cargo,13.0,83.0,5.3
219592000,Under way using engine,17.0,160.5,165.0,Passenger,28.0,171.0,6.3
219358000,Under way using engine,17.4,55.8,56.0,Cargo,34.0,238.0,6.8
219358000,Under way using engine,17.5,56.1,55.0,Cargo,34.0,238.0,6.8
248655000,Under way using engine,17.7,46.1,49.0,Cargo,32.0,195.0,10.4
244140000,Under way using engine,9.4,172.5,176.0,Cargo,15.0,114.0,6.4
248655000,Under way using engine,17.7,51.6,52.0,Cargo,32.0,195.0,10.4
219592000,Under way using engine,16.7,165.1,170.0,Passenger,28.0,171.0,6.3
248655000,Under way using engine,17.6,50.6,51.0,Cargo,32.0,195.0,10.4
257308000,Under way using engine,11.8,346.4,342.0,Cargo,15.0,93.0,3.9
219592000,Under way using engine,16.8,164.5,169.0,Passenger,28.0,171.0,6.3
230091950,Under way using engine,11.5,354.2,356.0,Cargo,13.0,83.0,5.3
244140000,Under way using engine,9.6,184.6,186.0,Cargo,15.0,114.0,6.4
244140000,Under way using engine,9.6,185.2,186.0,Cargo,15.0,114.0,6.4
248655000,Under way using engine,17.9,31.8,31.0,Cargo,32.0,195.0,10.4
219592000,Under way using engine,16.6,164.0,169.0,Passenger,28.0,171.0,6.3
248655000,Under way using engine,18.1,31.6,31.0,Cargo,32.0,195.0,10.4
257308000,Under way using engine,11.9,344.6,343.0,Cargo,15.0,93.0,3.9
257308000,Under way using engine,11.6,347.3,342.0,Cargo,15.0,93.0,3.9
230091950,Under way using engine,10.9,9.0,10.0,Cargo,13.0,83.0,5.3
248655000,Under way using engine,17.6,31.1,30.0,Cargo,32.0,195.0,10.4
219592000,Under way using engine,16.4,164.8,170.0,Passenger,28.0,171.0,6.3
244140000,Under way using engine,9.7,199.5,200.0,Cargo,15.0,114.0,6.4
248655000,Under way using engine,18.0,31.3,30.0,Cargo,32.0,195.0,10.4
219592000,Under way using engine,16.3,164.8,170.0,Passenger,28.0,171.0,6.3
248655000,Under way using engine,17.9,35.8,35.0,Cargo,32.0,195.0,10.4
219592000,Under way using engine,16.3,163.6,171.0,Passenger,28.0,171.0,6.3
244140000,Under way using engine,9.6,222.8,224.0,Cargo,15.0,114.0,6.4
257308000,Under way using engine,11.1,336.5,332.0,Cargo,15.0,93.0,3.9
248655000,Under way using engine,18.2,34.2,34.0,Cargo,32.0,195.0,10.4
230091950,Under way using engine,11.0,10.1,11.0,Cargo,13.0,83.0,5.3
248655000,Under way using engine,18.6,34.2,34.0,Cargo,32.0,195.0,10.4
257308000,Under way using engine,11.4,336.2,333.0,Cargo,15.0,93.0,3.9
219592000,Under way using engine,16.5,165.0,171.0,Passenger,28.0,171.0,6.3
244140000,Under way using engine,10.1,223.0,224.0,Cargo,15.0,114.0,6.4
248655000,Under way using engine,19.3,37.1,36.0,Cargo,32.0,195.0,10.4
219592000,Under way using engine,16.4,165.6,171.0,Passenger,28.0,171.0,6.3
244140000,Under way using engine,10.2,223.0,224.0,Cargo,15.0,114.0,6.4
248655000,Under way using engine,19.6,38.6,36.0,Cargo,32.0,195.0,10.4
257308000,Under way using engine,11.5,339.3,337.0,Cargo,15.0,93.0,3.9
230091950,Under way using engine,11.4,338.7,341.0,Cargo,13.0,83.0,5.3
265698740,Under way using engine,10.5,127.5,134.0,Passenger,12.0,50.0,3.0
219592000,Under way using engine,16.3,167.3,173.0,Passenger,28.0,171.0,6.3
219002416,Under way using engine,8.1,100.0,100.0,Tug,11.0,29.0,4.5
248655000,Under way using engine,19.1,34.8,34.0,Cargo,32.0,195.0,10.4
219018172,Under way using engine,19.0,136.4,138.0,HSC,31.0,112.0,3.4
219005477,Power-driven vessel towing astern,16.1,134.5,,Pilot,4.0,14.0,
248655000,Under way using engine,19.3,34.6,34.0,Cargo,32.0,195.0,10.4
219018172,Under way using engine,36.2,117.4,118.0,HSC,31.0,112.0,3.4
219002416,Under way using engine,9.0,113.0,109.0,Tug,11.0,29.0,4.5
219018172,Under way using engine,36.4,117.7,119.0,HSC,31.0,112.0,3.4
257308000,Under way using engine,11.6,341.4,334.0,Cargo,15.0,93.0,3.9
219018172,Under way using engine,35.1,118.8,120.0,HSC,31.0,112.0,3.4
244140000,Under way using engine,9.9,187.9,190.0,Cargo,15.0,114.0,6.4
257308000,Under way using engine,11.5,340.8,335.0,Cargo,15.0,93.0,3.9
219592000,Under way using engine,16.4,166.9,172.0,Passenger,28.0,171.0,6.3
230091950,Under way using engine,12.6,341.4,335.0,Cargo,13.0,83.0,5.3
248655000,Under way using engine,18.1,340.7,340.0,Cargo,32.0,195.0,10.4
219018172,Under way using engine,38.1,104.5,106.0,HSC,31.0,112.0,3.4
230091950,Under way using engine,12.4,319.3,314.0,Cargo,13.0,83.0,5.3
219018172,Under way using engine,36.3,102.4,103.0,HSC,31.0,112.0,3.4
244140000,Under way using engine,9.5,197.2,200.0,Cargo,15.0,114.0,6.4
219018172,Under way using engine,37.4,101.3,103.0,HSC,31.0,112.0,3.4
219592000,Under way using engine,16.3,170.4,175.0,Passenger,28.0,171.0,6.3
219592000,Under way using engine,16.3,171.6,176.0,Passenger,28.0,171.0,6.3
219018172,Under way using engine,35.4,103.2,104.0,HSC,31.0,112.0,3.4
248655000,Under way using engine,18.2,343.5,341.0,Cargo,32.0,195.0,10.4
219002416,Under way using engine,2.2,213.0,205.0,Tug,11.0,29.0,4.5
248655000,Under way using engine,18.3,342.9,340.0,Cargo,32.0,195.0,10.4
230091950,Under way using engine,12.5,316.6,318.0,Cargo,13.0,83.0,5.3
219018172,Under way using engine,32.7,103.2,105.0,HSC,31.0,112.0,3.4
220127000,Engaged in fishing,4.4,80.4,84.0,Fishing,6.0,17.0,3.0
219018172,Under way using engine,35.4,103.0,104.0,HSC,31.0,112.0,3.4
257308000,Under way using engine,11.2,321.1,312.0,Cargo,15.0,93.0,3.9
219000781,Under way using engine,10.2,348.0,346.0,Passenger,,,2.8
257308000,Under way using engine,11.3,317.5,314.0,Cargo,15.0,93.0,3.9
219018172,Under way using engine,36.1,104.7,107.0,HSC,31.0,112.0,3.4
244140000,Under way using engine,9.8,246.8,247.0,Cargo,15.0,114.0,6.4
219024177,Under way using engine,20.5,27.9,28.0,Pilot,5.0,15.0,1.5
230091950,Under way using engine,11.2,317.9,315.0,Cargo,13.0,83.0,5.3
248655000,Under way using engine,18.7,342.7,341.0,Cargo,32.0,195.0,10.4
219592000,Under way using engine,17.2,132.3,137.0,Passenger,28.0,171.0,6.3
219592000,Under way using engine,17.0,134.4,138.0,Passenger,28.0,171.0,6.3
230091950,Under way using engine,9.9,314.5,310.0,Cargo,13.0,83.0,5.3
248655000,Under way using engine,18.5,341.5,339.0,Cargo,32.0,195.0,10.4
220127000,Engaged in fishing,2.5,28.1,22.0,Fishing,6.0,17.0,3.0
244140000,Under way using engine,9.8,224.1,224.0,Cargo,15.0,114.0,6.4
219000781,Under way using engine,10.2,266.2,263.0,Passenger,,,2.8
219592000,Under way using engine,15.5,131.6,130.0,Passenger,28.0,171.0,6.3
248655000,Under way using engine,18.4,339.7,340.0,Cargo,32.0,195.0,10.4
257308000,Under way using engine,11.7,315.3,311.0,Cargo,15.0,93.0,3.9
244140000,Under way using engine,9.9,206.6,210.0,Cargo,15.0,114.0,6.4
230091950,Under way using engine,9.7,252.3,255.0,Cargo,13.0,83.0,5.3
257308000,Under way using engine,12.1,315.0,312.0,Cargo,15.0,93.0,3.9
219592000,Under way using engine,15.4,160.2,163.0,Passenger,28.0,171.0,6.3
219592000,Under way using engine,15.6,165.0,167.0,Passenger,28.0,171.0,6.3
248655000,Under way using engine,18.6,341.8,340.0,Cargo,32.0,195.0,10.4
257308000,Under way using engine,11.3,320.5,314.0,Cargo,15.0,93.0,3.9
248655000,Under way using engine,18.3,342.2,339.0,Cargo,32.0,195.0,10.4
244140000,Under way using engine,10.1,190.2,192.0,Cargo,15.0,114.0,6.4
230091950,Under way using engine,9.2,254.3,255.0,Cargo,13.0,83.0,5.3
219592000,Under way using engine,16.3,202.5,204.0,Passenger,28.0,171.0,6.3
248655000,Under way using engine,18.5,337.5,336.0,Cargo,32.0,195.0,10.4
219592000,Under way using engine,16.1,203.1,203.0,Passenger,28.0,171.0,6.3
257308000,Under way using engine,10.5,317.6,308.0,Cargo,15.0,93.0,3.9
248655000,Under way using engine,18.3,336.1,337.0,Cargo,32.0,195.0,10.4
257308000,Under way using engine,10.4,317.4,309.0,Cargo,15.0,93.0,3.9
230091950,Under way using engine,9.2,255.0,255.0,Cargo,13.0,83.0,5.3
219592000,Under way using engine,16.2,161.5,163.0,Passenger,28.0,171.0,6.3
248655000,Under way using engine,18.1,340.9,340.0,Cargo,32.0,195.0,10.4
244140000,Under way using engine,10.3,158.1,160.0,Cargo,15.0,114.0,6.4
230091950,Under way using engine,9.1,266.1,265.0,Cargo,13.0,83.0,5.3
257308000,Under way using engine,10.7,314.8,309.0,Cargo,15.0,93.0,3.9
230091950,Under way using engine,9.2,266.0,265.0,Cargo,13.0,83.0,5.3
220127000,Engaged in fishing,2.5,98.1,102.0,Fishing,6.0,17.0,3.0
248655000,Under way using engine,18.2,337.7,334.0,Cargo,32.0,195.0,10.4
219592000,Under way using engine,15.6,204.6,207.0,Passenger,28.0,171.0,6.3
248655000,Under way using engine,18.1,338.0,334.0,Cargo,32.0,195.0,10.4
244784000,Under way using engine,8.7,238.3,238.0,Tanker,16.0,99.0,6.5
219592000,Under way using engine,13.6,216.1,217.0,Passenger,28.0,171.0,6.3
266466000,Moored,8.0,141.0,142.0,Tanker,21.0,129.0,8.2
230091950,Under way using engine,9.7,264.7,265.0,Cargo,13.0,83.0,5.3
257308000,Under way using engine,10.9,314.8,308.0,Cargo,15.0,93.0,3.9
219024176,Under way using engine,13.3,352.9,350.0,Pilot,5.0,15.0,1.5
248655000,Under way using engine,17.4,318.2,314.0,Cargo,32.0,195.0,10.4
257308000,Under way using engine,10.9,316.4,308.0,Cargo,15.0,93.0,3.9
244140000,Under way using engine,10.1,207.1,209.0,Cargo,15.0,114.0,6.4
218800000,Under way using engine,0.6,244.7,65.0,Cargo,11.0,87.0,2.9
244140000,Under way using engine,9.9,207.0,209.0,Cargo,15.0,114.0,6.4
248655000,Under way using engine,17.5,316.8,314.0,Cargo,32.0,195.0,10.4
230091950,Under way using engine,9.9,263.0,265.0,Cargo,13.0,83.0,5.3
266466000,Under way using engine,11.9,12.0,9.0,Tanker,21.0,129.0,5.4
219024176,Under way using engine,18.3,195.5,196.0,Pilot,5.0,15.0,1.5
244140000,Under way using engine,10.1,247.0,248.0,Cargo,15.0,114.0,6.4
230091950,Under way using engine,10.3,261.9,266.0,Cargo,13.0,83.0,5.3
218800000,Under way using engine,6.5,58.8,61.0,Cargo,11.0,87.0,2.9
244140000,Under way using engine,10.4,249.6,251.0,Cargo,15.0,114.0,6.4
266466000,Under way using engine,14.6,357.0,356.0,Tanker,21.0,129.0,5.4
230091950,Under way using engine,10.2,265.9,267.0,Cargo,13.0,83.0,5.3
220127000,Engaged in fishing,2.2,203.8,211.0,Fishing,6.0,17.0,3.0
244140000,Under way using engine,10.4,246.5,246.0,Cargo,15.0,114.0,6.4
230091950,Under way using engine,10.2,267.1,267.0,Cargo,13.0,83.0,5.3
266466000,Under way using engine,14.5,336.0,336.0,Tanker,21.0,129.0,5.4
244140000,Under way using engine,10.9,243.1,244.0,Cargo,15.0,114.0,6.4
244140000,Under way using engine,11.0,243.0,244.0,Cargo,15.0,114.0,6.4
230091950,Under way using engine,10.7,263.7,265.0,Cargo,13.0,83.0,5.3
266466000,Under way using engine,14.5,343.0,343.0,Tanker,21.0,129.0,5.4
266466000,Under way using engine,14.4,330.0,325.0,Tanker,21.0,129.0,5.4
244140000,Under way using engine,11.0,238.6,240.0,Cargo,15.0,114.0,6.4
230091950,Under way using engine,10.4,266.1,267.0,Cargo,13.0,83.0,5.3
218800000,Under way using engine,8.3,27.2,28.0,Cargo,11.0,87.0,2.9
211881000,Under way using engine,12.3,327.8,326.0,Tanker,32.0,188.0,10.1
266466000,Under way using engine,14.4,315.0,315.0,Tanker,21.0,129.0,5.4
218800000,Under way using engine,9.3,29.8,30.0,Cargo,11.0,87.0,2.9
211881000,Under way using engine,12.4,327.8,326.0,Tanker,32.0,188.0,10.1
211881000,Under way using engine,12.3,326.9,326.0,Tanker,32.0,188.0,10.1
230091950,Under way using engine,10.2,266.7,267.0,Cargo,13.0,83.0,5.3
244140000,Under way using engine,10.7,238.6,241.0,Cargo,15.0,114.0,6.4
266466000,Under way using engine,14.1,317.0,314.0,Tanker,21.0,129.0,5.4
266466000,Under way using engine,13.8,322.0,319.0,Tanker,21.0,129.0,5.4
244140000,Under way using engine,9.5,248.5,253.0,Cargo,15.0,114.0,6.4
230091950,Under way using engine,9.7,232.0,230.0,Cargo,13.0,83.0,5.3
244140000,Under way using engine,9.5,226.7,204.0,Cargo,15.0,114.0,6.4
218800000,Under way using engine,7.9,86.5,80.0,Cargo,11.0,87.0,2.9
211881000,Under way using engine,12.7,336.9,336.0,Tanker,32.0,188.0,10.1
211881000,Under way using engine,12.8,336.8,336.0,Tanker,32.0,188.0,10.1
266466000,Under way using engine,14.1,347.0,346.0,Tanker,21.0,129.0,5.4
304021000,Under way using engine,11.3,345.1,346.0,Cargo,12.0,82.0,5.6
230091950,Under way using engine,10.0,203.6,206.0,Cargo,13.0,83.0,5.3
304021000,Under way using engine,11.4,346.7,345.0,Cargo,12.0,82.0,5.6
218800000,Under way using engine,9.8,108.5,108.0,Cargo,11.0,87.0,2.9
266466000,Under way using engine,14.1,347.0,345.0,Tanker,21.0,129.0,5.4
244140000,Under way using engine,10.3,205.2,198.0,Cargo,15.0,114.0,6.4
211881000,Under way using engine,12.0,6.5,8.0,Tanker,32.0,188.0,10.1
230091950,Under way using engine,10.1,212.0,214.0,Cargo,13.0,83.0,5.3
266466000,Under way using engine,13.7,346.0,346.0,Tanker,21.0,129.0,5.4
304021000,Under way using engine,9.7,323.3,320.0,Cargo,12.0,82.0,5.6
218800000,Under way using engine,9.7,107.1,107.0,Cargo,11.0,87.0,2.9
244140000,Under way using engine,11.0,164.7,169.0,Cargo,15.0,114.0,6.4
230091950,Under way using engine,9.7,220.1,220.0,Cargo,13.0,83.0,5.3
266466000,Under way using engine,13.3,348.0,346.0,Tanker,21.0,129.0,5.4
211881000,Under way using engine,12.7,8.3,7.0,Tanker,32.0,188.0,10.1
304021000,Under way using engine,8.1,260.7,259.0,Cargo,12.0,82.0,5.6
218800000,Under way using engine,9.5,101.9,101.0,Cargo,11.0,87.0,2.9
230091950,Under way using engine,10.0,218.1,221.0,Cargo,13.0,83.0,5.3
219787000,Engaged in fishing,8.4,189.1,190.0,Fishing,4.0,20.0,3.5
266466000,Under way using engine,13.5,347.0,344.0,Tanker,21.0,129.0,5.4
218800000,Under way using engine,9.7,99.9,99.0,Cargo,11.0,87.0,2.9
219787000,Engaged in fishing,8.4,190.4,191.0,Fishing,4.0,20.0,3.5
211881000,Under way using engine,11.9,37.9,37.0,Tanker,32.0,188.0,10.1
211881000,Under way using engine,12.4,38.8,37.0,Tanker,32.0,188.0,10.1
230091950,Under way using engine,10.0,219.8,221.0,Cargo,13.0,83.0,5.3
266466000,Under way using engine,12.6,347.0,344.0,Tanker,21.0,129.0,5.4
230091950,Under way using engine,10.1,220.0,222.0,Cargo,13.0,83.0,5.3
219787000,Engaged in fishing,8.5,188.3,188.0,Fishing,4.0,20.0,3.5
218800000,Under way using engine,9.7,100.3,100.0,Cargo,11.0,87.0,2.9
218800000,Under way using engine,9.8,100.6,99.0,Cargo,11.0,87.0,2.9
266466000,Under way using engine,12.3,347.0,343.0,Tanker,21.0,129.0,5.4
211881000,Under way using engine,12.3,38.8,37.0,Tanker,32.0,188.0,10.1
230091950,Under way using engine,10.2,224.6,226.0,Cargo,13.0,83.0,5.3
211881000,Under way using engine,12.2,29.4,28.0,Tanker,32.0,188.0,10.1
218800000,Under way using engine,9.2,160.7,162.0,Cargo,11.0,87.0,2.9
266466000,Under way using engine,13.0,347.0,345.0,Tanker,21.0,129.0,5.4
211881000,Under way using engine,12.6,40.2,38.0,Tanker,32.0,188.0,10.1
265509950,Under way using engine,12.7,172.2,175.0,Passenger,8.0,34.0,2.8
230091950,Under way using engine,10.0,225.4,227.0,Cargo,13.0,83.0,5.3
230091950,Under way using engine,10.1,226.4,227.0,Cargo,13.0,83.0,5.3
218800000,Under way using engine,9.6,162.4,169.0,Cargo,11.0,87.0,2.9
211881000,Under way using engine,12.0,19.0,19.0,Tanker,32.0,188.0,10.1
266466000,Under way using engine,12.4,347.0,345.0,Tanker,21.0,129.0,5.4
266466000,Under way using engine,12.6,347.0,345.0,Tanker,21.0,129.0,5.4
230091950,Under way using engine,10.9,259.9,261.0,Cargo,13.0,83.0,5.3
211881000,Under way using engine,11.9,37.0,39.0,Tanker,32.0,188.0,10.1
218800000,Under way using engine,10.0,178.4,180.0,Cargo,11.0,87.0,2.9
230091950,Under way using engine,10.9,260.2,262.0,Cargo,13.0,83.0,5.3
211881000,Under way using engine,12.3,47.8,46.0,Tanker,32.0,188.0,10.1
211881000,Under way using engine,12.1,47.8,46.0,Tanker,32.0,188.0,10.1
266466000,Under way using engine,8.6,339.0,334.0,Tanker,21.0,129.0,5.4
218800000,Under way using engine,7.0,258.3,263.0,Cargo,11.0,87.0,2.9
230091950,Under way using engine,10.5,262.0,264.0,Cargo,13.0,83.0,5.3
266466000,Under way using engine,8.6,341.0,337.0,Tanker,21.0,129.0,5.4
211881000,Under way using engine,12.5,30.0,30.0,Tanker,32.0,188.0,10.1
230091950,Under way using engine,10.4,261.1,264.0,Cargo,13.0,83.0,5.3
211881000,Under way using engine,12.3,29.0,29.0,Tanker,32.0,188.0,10.1
219592000,Under way using engine,15.5,343.4,339.0,Passenger,28.0,171.0,6.3
266466000,Under way using engine,8.6,341.0,335.0,Tanker,21.0,129.0,5.4
230091950,Under way using engine,10.2,242.7,244.0,Cargo,13.0,83.0,5.3
230091950,Under way using engine,10.5,241.6,243.0,Cargo,13.0,83.0,5.3
211881000,Under way using engine,12.3,29.9,29.0,Tanker,32.0,188.0,10.1
218800000,Under way using engine,7.0,217.6,223.0,Cargo,11.0,87.0,2.9
211881000,Under way using engine,12.4,29.9,29.0,Tanker,32.0,188.0,10.1
266239000,Under way using engine,14.0,12.1,11.0,Passenger,30.0,183.0,6.5
266239000,Under way using engine,13.7,13.0,12.0,Passenger,30.0,183.0,6.5
246483000,Under way using engine,4.3,241.4,254.0,Cargo,13.0,88.0,4.5
230091950,Under way using engine,10.4,242.5,243.0,Cargo,13.0,83.0,5.3
218800000,Under way using engine,7.2,227.0,231.0,Cargo,11.0,87.0,2.9
246483000,Under way using engine,6.3,221.7,220.0,Cargo,13.0,88.0,4.5
266466000,Under way using engine,8.5,341.0,334.0,Tanker,21.0,129.0,5.4
211881000,Under way using engine,12.5,34.3,33.0,Tanker,32.0,188.0,10.1
219592000,Under way using engine,15.8,320.4,318.0,Passenger,28.0,171.0,6.3
266239000,Under way using engine,11.8,41.3,42.0,Passenger,30.0,183.0,6.5
266466000,Under way using engine,8.5,340.0,334.0,Tanker,21.0,129.0,5.4
230091950,Under way using engine,10.1,242.1,245.0,Cargo,13.0,83.0,5.3
211881000,Under way using engine,12.2,34.0,34.0,Tanker,32.0,188.0,10.1
231766000,Under way using engine,12.5,6.4,5.0,Cargo,16.0,95.0,4.6
266239000,Under way using engine,11.9,41.3,41.0,Passenger,30.0,183.0,6.5
231766000,Under way using engine,12.4,12.9,11.0,Cargo,16.0,95.0,4.6
246483000,Under way using engine,9.6,221.3,227.0,Cargo,13.0,88.0,4.5
219592000,Under way using engine,16.1,322.2,319.0,Passenger,28.0,171.0,6.3
230091950,Under way using engine,10.3,249.2,249.0,Cargo,13.0,83.0,5.3
211881000,Under way using engine,12.1,33.5,35.0,Tanker,32.0,188.0,10.1
266239000,Under way using engine,10.4,41.6,41.0,Passenger,30.0,183.0,6.5
218800000,Under way using engine,7.5,197.2,197.0,Cargo,11.0,87.0,2.9
219592000,Under way using engine,16.4,324.3,322.0,Passenger,28.0,171.0,6.3
218800000,Under way using engine,7.5,197.5,197.0,Cargo,11.0,87.0,2.9
246483000,Under way using engine,9.0,227.3,233.0,Cargo,13.0,88.0,4.5
219592000,Under way using engine,16.5,325.2,324.0,Passenger,28.0,171.0,6.3
246483000,Under way using engine,9.1,229.5,233.0,Cargo,13.0,88.0,4.5
231766000,Under way using engine,10.8,353.0,354.0,Cargo,16.0,95.0,4.6
211881000,Under way using engine,12.2,35.9,35.0,Tanker,32.0,188.0,10.1
266466000,Under way using engine,7.6,330.0,324.0,Tanker,21.0,129.0,5.4
230091950,Under way using engine,4.0,285.8,286.0,Cargo,13.0,83.0,5.3
266239000,Under way using engine,10.5,86.2,90.0,Passenger,30.0,183.0,6.5
211881000,Under way using engine,12.3,38.1,34.0,Tanker,32.0,188.0,10.1
266466000,Under way using engine,8.0,333.0,330.0,Tanker,21.0,129.0,5.4
219592000,Under way using engine,16.6,324.4,323.0,Passenger,28.0,171.0,6.3
219592000,Under way using engine,16.6,325.5,324.0,Passenger,28.0,171.0,6.3
246483000,Under way using engine,9.9,224.9,232.0,Cargo,13.0,88.0,4.5
231766000,Under way using engine,11.3,353.6,352.0,Cargo,16.0,95.0,4.6
211881000,Under way using engine,12.0,34.9,34.0,Tanker,32.0,188.0,10.1
218800000,Under way using engine,7.6,240.5,239.0,Cargo,11.0,87.0,2.9
219592000,Under way using engine,16.7,352.8,350.0,Passenger,28.0,171.0,6.3
211881000,Under way using engine,12.0,34.0,34.0,Tanker,32.0,188.0,10.1
246483000,Under way using engine,10.0,206.6,209.0,Cargo,13.0,88.0,4.5
266466000,Under way using engine,7.4,336.0,332.0,Tanker,21.0,129.0,5.4
246483000,Under way using engine,10.0,206.0,210.0,Cargo,13.0,88.0,4.5
219592000,Under way using engine,17.2,353.2,350.0,Passenger,28.0,171.0,6.3
231766000,Under way using engine,13.0,10.7,8.0,Cargo,16.0,95.0,4.6
218800000,Under way using engine,7.2,240.8,239.0,Cargo,11.0,87.0,2.9
219592000,Under way using engine,17.2,353.0,350.0,Passenger,28.0,171.0,6.3
266466000,Under way using engine,7.6,331.0,328.0,Tanker,21.0,129.0,5.4
211881000,Under way using engine,11.3,342.0,340.0,Tanker,32.0,188.0,10.1
218800000,Under way using engine,7.2,208.0,209.0,Cargo,11.0,87.0,2.9
219592000,Under way using engine,16.9,337.7,334.0,Passenger,28.0,171.0,6.3
246483000,Under way using engine,9.5,201.8,208.0,Cargo,13.0,88.0,4.5
231766000,Under way using engine,13.0,7.2,6.0,Cargo,16.0,95.0,4.6
219592000,Under way using engine,16.8,336.3,333.0,Passenger,28.0,171.0,6.3
211881000,Under way using engine,12.1,343.4,342.0,Tanker,32.0,188.0,10.1
219592000,Under way using engine,16.6,337.1,334.0,Passenger,28.0,171.0,6.3
266466000,Under way using engine,7.5,334.0,327.0,Tanker,21.0,129.0,5.4
211881000,Under way using engine,12.2,343.8,342.0,Tanker,32.0,188.0,10.1
218800000,Under way using engine,8.4,191.8,196.0,Cargo,11.0,87.0,2.9
231766000,Under way using engine,13.0,340.0,340.0,Cargo,16.0,95.0,4.6
246483000,Under way using engine,10.6,166.2,169.0,Cargo,13.0,88.0,4.5
219592000,Under way using engine,14.6,340.4,335.0,Passenger,28.0,171.0,6.3
266466000,Under way using engine,7.7,333.0,324.0,Tanker,21.0,129.0,5.4
211881000,Under way using engine,12.3,343.2,340.0,Tanker,32.0,188.0,10.1
538006204,Under way using engine,7.8,181.8,193.0,Tanker,44.0,249.0,8.5
219000182,Under way using engine,9.0,172.9,174.0,Military,6.0,22.0,2.5
219000182,Under way using engine,8.9,103.8,101.0,Military,6.0,22.0,2.5
219592000,Under way using engine,17.9,348.4,345.0,Passenger,28.0,171.0,6.3
231766000,Under way using engine,11.7,335.8,335.0,Cargo,16.0,95.0,4.6
219592000,Under way using engine,18.1,329.8,327.0,Passenger,28.0,171.0,6.3
219000182,Under way using engine,8.7,12.5,8.0,Military,6.0,22.0,2.5
231766000,Under way using engine,11.7,320.2,320.0,Cargo,16.0,95.0,4.6
538006204,Under way using engine,10.4,286.5,284.0,Tanker,44.0,249.0,8.5
266466000,Under way using engine,4.3,13.0,357.0,Tanker,21.0,129.0,5.4
246483000,Under way using engine,11.3,131.8,136.0,Cargo,13.0,88.0,4.5
246483000,Under way using engine,11.3,132.1,136.0,Cargo,13.0,88.0,4.5
211881000,Under way using engine,12.6,338.3,337.0,Tanker,32.0,188.0,10.1
211881000,Under way using engine,12.6,337.9,337.0,Tanker,32.0,188.0,10.1
