Experiment,Architecture,Augmentation,Accuracy,Precision,Recall,Specificity,F1,ROC_AUC,TN,FP,FN,TP
B,3-block CNN + BatchNorm,No,0.7184115523465704,0.5561497326203209,0.7536231884057971,0.7009009009009008,0.64,0.7927275101188145,389,166,68,208
