Experiment,Accuracy,Precision,Recall,Specificity,F1,ROC_AUC,TN,FP,FN,TP
A,0.7184115523465704,0.559322033898305,0.717391304347826,0.7189189189189189,0.6285714285714286,0.7845018931975454,399,156,78,198
